1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.11741,0.269136,0.396293,0.492587,0.564214,0.618101,0.659525,0.69214,0.718416,0.740033,0.758149,0.773581,0.786914,0.79858,0.8089,0.818117,0.826422,0.833961,0.840851,0.847186,0.853042,0.858481,0.863554,0.868303,0.872763,0.876965,0.880933,0.884689,0.888252,0.891636,0.894856,0.897922,0.900845,0.903633,0.906294,0.908833,0.911257,0.913568,0.915772,0.917871,0.919868,0.921764,0.923562,0.925261,0.926863,0.928367,0.929773,0.931081,0.93229,0.933399,0.934405,0.935307,0.936104,0.936792,0.937369,0.937832,0.938178,0.938404,0.938507,0.938481,0.938324,0.93803,0.937595,0.937014,0.936281,0.935391,0.934336,0.933111,0.931706,0.930114,0.928325,0.926326,0.924106,0.92165,0.91894,0.915956,0.912672,0.909058,0.905078,0.900685,0.895821,0.890412,0.884364,0.877553,0.869816,0.860933,0.850609,0.838429,0.823813,0.80592,0.783508,0.754689,0.716521,0.664323,0.590719,0.485005,0.33599,0.148816,0
0,-0.0408586,0.00253632,0.0862397,0.175727,0.257096,0.326879,0.385585,0.434872,0.47649,0.511952,0.542481,0.569037,0.592366,0.613053,0.631554,0.64823,0.663367,0.677196,0.689904,0.701642,0.712536,0.722689,0.732188,0.741106,0.749502,0.757429,0.764932,0.772047,0.778807,0.785241,0.791372,0.79722,0.802805,0.80814,0.81324,0.818116,0.822778,0.827233,0.83149,0.835553,0.839427,0.843116,0.846623,0.849949,0.853095,0.856063,0.858851,0.861458,0.863884,0.866125,0.86818,0.870044,0.871714,0.873187,0.874456,0.875517,0.876364,0.876992,0.877392,0.877559,0.877484,0.877159,0.876576,0.875724,0.874594,0.873175,0.871453,0.869417,0.867051,0.86434,0.861265,0.857805,0.853937,0.849634,0.844863,0.839587,0.83376,0.827329,0.820225,0.812366,0.803649,0.793941,0.783074,0.770832,0.756929,0.740986,0.722496,0.700771,0.674868,0.643476,0.604774,0.556235,0.494451,0.41521,0.31459,0.193017,0.0657138,-0.0207881,0
0,-0.0489172,-0.0651365,-0.0383618,0.0129933,0.0732308,0.133539,0.189924,0.241014,0.286686,0.327345,0.36357,0.395952,0.425037,0.451299,0.475142,0.496904,0.516871,0.535279,0.552326,0.56818,0.582981,0.596847,0.609879,0.622163,0.633772,0.644769,0.655208,0.665135,0.674592,0.683613,0.692229,0.700465,0.708346,0.715891,0.723118,0.73004,0.736672,0.743022,0.749102,0.754918,0.760477,0.765782,0.770838,0.775648,0.780212,0.784532,0.788606,0.792433,0.796012,0.799338,0.802409,0.80522,0.807765,0.81004,0.812036,0.813747,0.815165,0.816282,0.817087,0.817572,0.817724,0.817534,0.816987,0.816071,0.814771,0.813071,0.810955,0.808404,0.805397,0.801912,0.797923,0.793401,0.788313,0.782622,0.776284,0.769246,0.761446,0.75281,0.743248,0.732646,0.720866,0.707733,0.693024,0.676456,0.65766,0.636157,0.611324,0.582339,0.548128,0.507306,0.458131,0.398564,0.326596,0.241247,0.144938,0.0479826,-0.0260072,-0.0431182,0
0,-0.0362127,-0.0697067,-0.0762038,-0.0579873,-0.0240414,0.0177302,0.06208,0.105984,0.147891,0.187124,0.223493,0.257057,0.287999,0.316546,0.342933,0.367388,0.390118,0.411307,0.431121,0.449703,0.467179,0.483657,0.499234,0.513992,0.528003,0.54133,0.554029,0.566148,0.577728,0.588808,0.599418,0.609588,0.619343,0.628703,0.637688,0.646314,0.654595,0.662542,0.670166,0.677476,0.684476,0.691174,0.697573,0.703675,0.709481,0.714992,0.720207,0.725124,0.72974,0.734052,0.738054,0.741741,0.745105,0.748141,0.75084,0.753191,0.755187,0.756815,0.758064,0.758922,0.759374,0.759407,0.759005,0.75815,0.756825,0.755009,0.752682,0.74982,0.746398,0.742386,0.737753,0.732463,0.726476,0.719745,0.712215,0.703823,0.694493,0.684135,0.67264,0.659873,0.645671,0.629827,0.612085,0.592121,0.569525,0.543779,0.51423,0.480068,0.440307,0.393816,0.339425,0.276237,0.204306,0.125949,0.0478081,-0.0169892,-0.0495488,-0.0362671,0
0,-0.0251911,-0.0591366,-0.0798768,-0.082298,-0.0692018,-0.045427,-0.0153277,0.0178961,0.0521273,0.0860641,0.11896,0.150424,0.180289,0.208516,0.235143,0.260248,0.283927,0.306283,0.32742,0.347433,0.366415,0.384448,0.401608,0.417962,0.433572,0.448492,0.46277,0.47645,0.48957,0.502165,0.514264,0.525895,0.53708,0.547842,0.558197,0.568161,0.577749,0.58697,0.595836,0.604354,0.612531,0.62037,0.627876,0.63505,0.641894,0.648407,0.654587,0.660431,0.665937,0.671098,0.675909,0.680364,0.684453,0.68817,0.691503,0.694441,0.696974,0.699088,0.70077,0.702005,0.702775,0.703066,0.702857,0.702129,0.70086,0.699028,0.696606,0.693568,0.689883,0.685517,0.680434,0.674592,0.667943,0.660432,0.651999,0.642569,0.632058,0.620362,0.60736,0.592902,0.576809,0.558858,0.538776,0.516228,0.4908,0.461994,0.429212,0.391772,0.348945,0.300066,0.244765,0.183415,0.117864,0.0524865,-0.00479973,-0.0426694,-0.0501063,-0.0269064,0
0,-0.0177792,-0.0473457,-0.0721911,-0.0852912,-0.0858736,-0.0760168,-0.0585386,-0.0360194,-0.0104881,0.0165862,0.0441956,0.0716781,0.0986167,0.124763,0.14998,0.174207,0.197429,0.21966,0.240932,0.261288,0.280775,0.29944,0.317331,0.334495,0.350973,0.366807,0.382032,0.396684,0.410793,0.424386,0.437489,0.450125,0.462312,0.47407,0.485413,0.496355,0.506908,0.517081,0.526883,0.536321,0.5454,0.554122,0.562491,0.570508,0.578172,0.585482,0.592436,0.599028,0.605256,0.611112,0.616589,0.62168,0.626376,0.630665,0.634537,0.637979,0.640978,0.64352,0.645588,0.647166,0.648235,0.648776,0.648768,0.648187,0.647011,0.645212,0.642762,0.63963,0.635781,0.631178,0.625779,0.619538,0.612401,0.604309,0.595194,0.584974,0.573558,0.560836,0.546676,0.530923,0.513389,0.493851,0.472036,0.447623,0.420233,0.389433,0.354749,0.315712,0.271941,0.223317,0.170266,0.1142,0.0580904,0.00701901,-0.0317947,-0.0504228,-0.0443805,-0.0198323,0
0,-0.012952,-0.0375189,-0.0619345,-0.0795609,-0.0880672,-0.0877198,-0.0799623,-0.0665429,-0.0490847,-0.0289262,-0.00709984,0.0156322,0.0387244,0.0617965,0.0845905,0.106937,0.128728,0.149901,0.170424,0.190285,0.209487,0.228041,0.245966,0.263282,0.280011,0.296177,0.311802,0.326908,0.341516,0.355646,0.369315,0.38254,0.395336,0.407716,0.419692,0.431274,0.44247,0.45329,0.463737,0.473817,0.483533,0.492887,0.50188,0.510512,0.51878,0.526682,0.534214,0.541372,0.548148,0.554536,0.560527,0.566112,0.571281,0.576021,0.580321,0.584165,0.58754,0.590429,0.592814,0.594678,0.595998,0.596755,0.596925,0.596482,0.5954,0.59365,0.591201,0.588018,0.584064,0.579298,0.573674,0.567142,0.559646,0.551121,0.541493,0.530679,0.518581,0.505086,0.49006,0.473347,0.454762,0.434089,0.411078,0.385442,0.356865,0.325018,0.289595,0.25038,0.207369,0.160954,0.112203,0.0631984,0.0173589,-0.0204827,-0.0446754,-0.0505774,-0.037949,-0.015036,0
0,-0.00973806,-0.0298904,-0.0521389,-0.0709153,-0.0834577,-0.0890452,-0.0881439,-0.0817584,-0.0710318,-0.0570365,-0.0406885,-0.0227271,-0.00372814,0.015871,0.0357449,0.0556551,0.0754298,0.0949475,0.114124,0.132903,0.151248,0.169139,0.186563,0.203519,0.220008,0.236036,0.25161,0.266741,0.281437,0.29571,0.30957,0.323025,0.336085,0.348759,0.361052,0.372971,0.384523,0.39571,0.406536,0.417004,0.427113,0.436865,0.446257,0.455289,0.463955,0.472253,0.480177,0.48772,0.494876,0.501634,0.507986,0.513921,0.519427,0.524492,0.5291,0.533238,0.536888,0.540033,0.542653,0.544729,0.546239,0.547159,0.547464,0.547127,0.546119,0.54441,0.541964,0.538747,0.534717,0.529831,0.524041,0.517294,0.50953,0.500682,0.490674,0.479421,0.466822,0.452765,0.437119,0.419733,0.400433,0.379025,0.355291,0.328999,0.299917,0.267845,0.232661,0.19441,0.153432,0.110537,0.0672197,0.0258705,-0.0101503,-0.0367617,-0.0500289,-0.0478621,-0.0323742,-0.0118169,0
0,-0.00751928,-0.0240494,-0.043653,-0.0618741,-0.0760478,-0.0850099,-0.0886202,-0.0873246,-0.0818365,-0.0729364,-0.0613631,-0.0477635,-0.0326785,-0.0165464,0.00028533,0.0175454,0.0350248,0.0525641,0.0700428,0.087371,0.104482,0.121328,0.137874,0.154096,0.169978,0.18551,0.200685,0.215501,0.229958,0.244056,0.257798,0.271186,0.284223,0.296911,0.309253,0.32125,0.332906,0.344219,0.35519,0.365819,0.376105,0.386044,0.395633,0.404869,0.413747,0.42226,0.430402,0.438164,0.445538,0.452514,0.459081,0.465227,0.470939,0.476203,0.481003,0.485323,0.489145,0.49245,0.495218,0.497428,0.499055,0.500075,0.500462,0.500186,0.499218,0.497524,0.495069,0.491814,0.487717,0.482734,0.476814,0.469901,0.461935,0.452848,0.442563,0.430994,0.418043,0.403601,0.387544,0.369732,0.350012,0.328218,0.304177,0.277725,0.248727,0.217119,0.182964,0.146546,0.108485,0.0698824,0.032456,-0.00138369,-0.0286384,-0.04615,-0.0514945,-0.0443376,-0.0278933,-0.0096084,0
